timestamp,cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season
06/07/2016 21:00,1207,19,19,52,7,1,0,0,1
02/03/2016 23:00,151,7,2.5,71,32,4,0,0,0
28/06/2016 14:00,1649,21,21,43,18.5,2,0,0,1
20/01/2015 13:00,966,4.5,2,72.5,9,2,0,0,3
13/09/2016 07:00,3018,19,19,85.5,9.5,1,0,0,2
05/10/2015 15:00,729,18,18,88,12,7,0,0,2
09/12/2016 10:00,1208,14,14,82,19,1,0,0,3
14/09/2016 14:00,1796,26.5,26.5,52.5,17,1,0,0,2
02/12/2016 17:00,2756,8,8,82,3,4,0,0,3
18/06/2016 04:00,117,14,14,82,13,1,0,1,1
07/12/2015 22:00,536,13,13,72,22,1,0,0,3
24/07/2015 12:00,338,16,16,77,7.5,7,0,0,1
15/04/2015 02:00,81,13,13,67,12,1,0,0,0
29/05/2016 08:00,400,11,11,88,13,3,0,1,0
07/10/2016 02:00,139,14,14,67,18,4,0,0,2
17/05/2016 03:00,49,12,12,82,9,1,0,0,0
29/12/2015 13:00,1403,12,12,72,18.5,2,0,0,3
10/06/2015 11:00,1081,15,15,55,21,2,0,0,1
31/01/2016 04:00,93,6,3,76,13,1,0,1,3
28/05/2015 02:00,82,13,13,65,26,3,0,0,0
27/11/2015 15:00,1175,12.5,12.5,77,27,3,0,0,2
15/10/2016 07:00,280,11,11,88,5,2,0,1,2
30/06/2016 02:00,87,14,14,94,14,7,0,0,1
27/07/2015 09:00,1892,17,17,77,30,3,0,0,1
18/05/2016 14:00,879,13,13,85,8.5,7,0,0,0
27/05/2016 01:00,157,12,12,82,15,1,0,0,0
23/06/2016 05:00,91,19,19,94,12,7,0,0,1
25/02/2016 23:00,359,1.5,1.5,67.5,2,1,0,0,3
20/11/2015 12:00,1247,10,7,60,26,2,0,0,2
28/03/2015 11:00,1448,14,14,72,31.5,3,0,1,0
07/01/2016 14:00,685,8.5,3.5,62,43,2,0,0,3
22/11/2015 10:00,788,3,0,81,10,1,0,1,2
04/04/2015 07:00,119,9,6,79,21,3,0,1,0
13/04/2015 22:00,483,11.5,11.5,79.5,12,1,0,0,0
22/12/2016 20:00,668,8.5,6.5,73.5,12,1,0,0,3
06/05/2016 14:00,1859,21,21,41.5,20,1,0,0,0
19/06/2015 01:00,237,14.5,14.5,61,13,1,0,0,1
23/12/2016 18:00,460,11,11,91,29.5,7,0,0,3
03/09/2016 18:00,503,18,18,83,20,7,0,1,2
29/08/2015 13:00,2495,21.5,21.5,55,9,3,0,1,1
01/12/2015 13:00,1101,14.5,14.5,67.5,29.5,2,0,0,3
28/08/2015 15:00,1847,20,20,49,22,2,0,0,1
17/09/2015 13:00,1402,17,17,54,22,2,0,0,2
21/08/2015 12:00,1600,25,25,57,17,3,0,0,1
16/06/2015 09:00,2326,17,17,48.5,5.5,1,0,0,1
15/03/2015 08:00,221,6,3,87,19,7,0,1,0
12/04/2015 04:00,105,7,6,61,7,1,0,1,0
07/04/2015 04:00,30,5.5,5.5,84,2,1,0,0,0
07/07/2016 07:00,2441,16,16,68,13,2,0,0,1
20/11/2015 17:00,2763,8.5,4.5,60,29,1,0,0,2
06/03/2016 13:00,1403,7,3.5,61,20.5,2,0,1,0
16/06/2016 11:00,1125,18,18,62,12,3,0,0,1
15/08/2015 10:00,1455,18,18,56,19,1,0,1,1
13/05/2015 01:00,97,11,11,62,11,1,0,0,0
07/09/2016 04:00,59,19,19,85.5,9,4,0,0,2
16/01/2016 23:00,204,2.5,0,84,7.5,7,0,1,3
06/02/2016 09:00,698,11,11,77,29.5,3,0,1,3
21/12/2015 21:00,428,11,11,77,13,1,0,0,3
19/04/2015 21:00,463,10,8.5,67,10,2,0,1,0
31/12/2016 16:00,799,9,7,87,12,3,0,1,3
23/02/2015 08:00,3618,6.5,2.5,73.5,21,1,0,0,3
21/12/2016 10:00,898,11,11,88,21,4,0,0,3
05/02/2015 03:00,33,3,-1,81,15,2,0,0,3
06/02/2015 10:00,815,3,-1.5,70,19.5,3,0,0,3
04/09/2016 04:00,101,19,19,78,22,3,0,1,2
14/11/2016 08:00,3642,10,9,82,8,7,0,0,2
19/06/2016 21:00,380,16,16,88,17.5,7,0,1,1
07/01/2016 05:00,43,8,5,87,22,7,0,0,3
18/06/2015 11:00,1265,17,17,49,20,2,0,0,1
16/11/2015 19:00,1758,13,13,69.5,16,2,0,0,2
23/12/2016 15:00,1193,11,11,77,29.5,4,0,0,3
25/04/2015 06:00,184,12,12,88,17,3,0,1,0
08/03/2015 23:00,225,7.5,7,81.5,5,2,0,1,0
03/12/2016 04:00,63,6,5,81,6,4,0,1,3
23/08/2015 19:00,2039,19.5,19.5,58,19,1,0,1,1
09/02/2015 20:00,880,5,3.5,87,7.5,2,0,0,3
13/06/2015 21:00,1028,18,18,68,11,4,0,1,1
27/05/2016 06:00,670,12,12,72,11,1,0,0,0
17/04/2016 05:00,70,3,1,81,7,1,0,1,0
28/06/2016 05:00,161,14,14,67,5,1,0,0,1
29/08/2015 09:00,861,18.5,18.5,73,10,2,0,1,1
15/02/2015 23:00,226,3,0,96.5,11,26,0,1,3
30/04/2015 00:00,201,8.5,5.5,64,17,1,0,0,0
06/03/2016 16:00,732,4.5,2,78.5,11,7,0,1,0
10/11/2015 11:00,830,17,17,77,25,3,0,0,2
13/07/2016 01:00,104,13,13,94,9,7,0,0,1
16/01/2015 11:00,795,6,2.5,76,19.5,2,0,0,3
18/05/2015 07:00,1839,11,11,74.5,18.5,7,0,0,0
08/02/2016 23:00,197,7,3,61,27,2,0,0,3
12/07/2015 10:00,1437,20,20,62,27,2,0,1,1
05/02/2016 12:00,965,11,11,82,27,2,0,0,3
14/06/2015 17:00,2344,17,17,59,14,4,0,1,1
26/12/2015 16:00,649,14,14,72,26,4,0,1,3
02/02/2016 00:00,112,10,6,62,35,2,0,0,3
15/02/2016 03:00,18,2,-2.5,81,18,2,0,0,3
30/04/2015 10:00,1126,12.5,12.5,52.5,26,2,0,0,0
06/06/2016 06:00,691,12,12,88,11,3,0,0,1
19/09/2015 05:00,114,13,13,88,7,3,0,1,2
10/12/2015 04:00,51,11,11,72,23,4,0,0,3
20/04/2016 03:00,32,6,4,87,10,1,0,0,0
14/01/2015 05:00,93,5,1.5,70,17.5,1,0,0,3
18/08/2016 16:00,2506,23,22.5,42.5,21,1,0,0,1
21/05/2016 06:00,153,15,15,77,23,3,0,1,0
18/06/2016 10:00,1517,15,15,77,13,3,0,1,1
13/05/2015 06:00,765,9,8,76,8,1,0,0,0
18/12/2016 19:00,636,8,6.5,87,8,4,0,1,3
27/02/2016 07:00,218,4,0.5,70,16,2,0,1,3
01/10/2016 04:00,193,13,13,88,6.5,2,0,1,2
31/12/2015 11:00,1079,11,11,56,21.5,1,0,0,3
19/07/2015 03:00,348,16,16,68,12,1,0,1,1
27/06/2015 22:00,1161,20,20,62,18,1,0,1,1
21/02/2015 03:00,142,4,1,87,14,7,0,1,3
21/10/2016 09:00,2273,10,8,88,15,7,0,0,2
10/11/2015 05:00,151,16,16,83,22,4,0,0,2
08/07/2016 09:00,2336,19,19,68,27,3,0,0,1
07/05/2016 17:00,3624,21,21,44.5,19.5,1,0,1,0
03/07/2016 13:00,2786,19.5,19.5,54.5,16,2,0,1,1
29/12/2016 05:00,53,1.5,-0.5,96.5,6.5,1,0,0,3
16/12/2015 18:00,2580,14,14,82,15,3,0,0,3
01/07/2016 00:00,386,17,17,77,24,3,0,0,1
17/09/2015 14:00,1332,18,18,50.5,21,3,0,0,2
16/06/2015 18:00,4298,21.5,21.5,51.5,11,1,0,0,1
21/03/2015 00:00,400,9.5,7,64,17,3,0,1,0
02/05/2016 04:00,91,10.5,9.5,91,13,7,1,0,0
28/04/2016 11:00,1030,9.5,7,41.5,17,2,0,0,0
12/04/2015 16:00,2987,17.5,17.5,44,32.5,1,0,1,0
17/08/2016 13:00,1940,24,24,44,15,1,0,0,1
17/01/2015 18:00,765,5,2,76,13,1,0,1,3
11/02/2016 12:00,1093,8,6,57,9,2,0,0,3
02/02/2016 23:00,238,5.5,1.5,73.5,19.5,1,0,0,3
25/10/2015 05:00,84,6,3.5,93,11,1,0,1,2
15/01/2015 06:00,481,9.5,5.5,73.5,29.5,7,0,0,3
17/11/2015 08:00,4243,14,14,79.5,18.5,3,0,0,2
11/12/2015 08:00,3452,11,11,72,23,2,0,0,3
04/11/2015 07:00,989,12,12,97,7.5,7,0,0,2
04/04/2016 20:00,1065,11,11,77,12,1,0,0,0
08/06/2015 00:00,278,12.5,12.5,74.5,5.5,1,0,0,1
31/01/2015 19:00,565,5,0.5,63.5,26,4,0,1,3
12/06/2016 14:00,1310,17.5,17.5,85.5,11,7,0,1,1
30/03/2015 05:00,86,8,4,66,28,1,0,0,0
19/06/2016 12:00,2982,20,20,53,21,2,0,1,1
28/09/2016 12:00,1700,21,21,57,25,2,0,0,2
15/04/2016 14:00,288,12,12,82,19,7,0,0,0
08/05/2016 06:00,176,13.5,13.5,79.5,11,1,0,1,0
10/02/2016 20:00,971,6,4,66,11,1,0,0,3
23/03/2016 12:00,1077,10,10,58,6,3,0,0,0
26/04/2015 12:00,1537,9,7,84.5,14,3,0,1,0
17/11/2016 19:00,1637,10,7.5,67,21.5,2,0,0,2
19/01/2016 01:00,36,-1,-1,86,4,1,0,0,3
28/08/2016 06:00,146,18,18,80.5,20.5,3,0,1,1
08/01/2015 08:00,1228,9.5,7.5,87.5,14,7,0,0,3
13/12/2016 19:00,1625,13.5,13.5,85,13,4,0,0,3
05/04/2016 04:00,55,8.5,7.5,90,6.5,2,0,0,0
23/05/2016 13:00,1455,17.5,17.5,47.5,18.5,2,0,0,0
30/12/2015 20:00,120,10.5,9.5,85,19.5,7,0,0,3
08/05/2015 07:00,1861,11,11,72,5,1,0,0,0
01/06/2015 21:00,591,13,13,65,27,7,0,0,1
11/07/2015 13:00,3232,23.5,23.5,50,26,3,0,1,1
25/07/2015 19:00,2147,20,20,44.5,7.5,1,0,1,1
08/05/2016 09:00,1342,20.5,20.5,54.5,15,1,0,1,0
13/09/2016 13:00,1782,32.5,32.5,37,18.5,1,0,0,2
05/06/2015 02:00,190,14,14,82,11,1,0,0,1
02/04/2015 08:00,2813,7,4.5,78.5,14,2,0,0,0
25/06/2015 00:00,113,16,16,65.5,15,1,0,0,1
02/04/2015 00:00,104,8.5,4.5,90,32,7,0,0,0
11/02/2015 20:00,884,5,3.5,76,6.5,4,0,0,3
10/08/2016 19:00,2997,19,19,46,16,1,0,0,1
12/12/2015 20:00,668,14,14,69.5,31.5,4,0,1,3
21/05/2016 03:00,189,14,14,88,13,4,0,1,0
02/02/2015 14:00,761,3,-1,60,16,2,0,0,3
15/10/2015 08:00,4546,10,8,82,11,3,0,0,2
20/08/2016 15:00,2523,20.5,20.5,51.5,36,3,0,1,1
24/01/2015 19:00,709,5,2,68,14,1,0,1,3
27/02/2016 20:00,492,4,0,65,20,3,0,1,3
04/10/2016 20:00,1327,16,16,68,29.5,3,0,0,2
08/03/2016 14:00,804,9,6.5,58,18.5,2,0,0,0
16/04/2015 09:00,2111,11.5,11.5,74.5,19.5,2,0,0,0
04/11/2016 18:00,1836,9,8.5,87,5,7,0,0,2
09/04/2016 18:00,1435,10.5,9,54,23,2,0,1,0
08/01/2016 05:00,88,5,3,76,8,1,0,0,3
29/11/2015 13:00,1029,13.5,13.5,65,43,3,0,1,2
03/02/2015 20:00,795,2,-2,93,13,1,0,0,3
17/09/2016 23:00,647,15,15,94,8,3,0,1,2
21/03/2015 16:00,1340,8,5,66,20.5,4,0,1,0
17/06/2016 22:00,892,15,15,82,6.5,1,0,0,1
16/12/2016 07:00,1654,9,7.5,94,10,4,0,0,3
19/09/2015 02:00,343,13,13,88,6.5,2,0,1,2
16/05/2015 13:00,2740,17,17,47,23,2,0,1,0
10/01/2015 03:00,153,13,13,77,41,3,0,1,3
11/11/2015 04:00,42,15,15,68,17,4,0,0,2
01/09/2015 23:00,342,14,14,88,6.5,1,0,0,2
16/05/2016 17:00,4518,17,17,45,17,1,0,0,0
26/06/2016 16:00,3148,20,20,53,25,2,0,1,1
31/12/2016 00:00,146,5,2.5,100,10,4,0,1,3
05/02/2015 15:00,828,5,1,53,21,2,0,0,3
06/10/2015 12:00,986,18,18,80.5,16.5,2,0,0,2
06/01/2015 18:00,2610,7,4,71,17.5,1,0,0,3
21/07/2015 23:00,618,19,19,64,20,2,0,0,1
21/06/2015 11:00,1886,17.5,17.5,54,23,3,0,1,1
03/03/2016 02:00,52,7,2,71,38,4,0,0,0
12/04/2015 08:00,330,8.5,6,79,15,1,0,1,0
12/08/2016 16:00,2969,27,27,34.5,29,1,0,0,1
30/03/2016 16:00,1540,13,13,44,20.5,2,0,0,0
03/12/2015 17:00,2758,13,13,69.5,21,1,0,0,3
10/06/2016 05:00,163,13.5,13.5,85,8,1,0,0,1
29/04/2015 03:00,32,8,5,71,18,1,0,0,0
03/02/2016 19:00,1482,7,4,66,19.5,1,0,0,3
22/11/2015 14:00,1300,6.5,3.5,68.5,16,2,0,1,2
20/12/2015 21:00,370,10.5,9.5,76.5,16.5,1,0,1,3
25/12/2015 16:00,1991,14,14,82,25,7,1,0,3
13/03/2016 15:00,2450,7.5,3.5,68.5,26,1,0,1,0
03/03/2015 14:00,880,9.5,5.5,43,33,7,0,0,0
23/02/2016 12:00,1032,8,5.5,62,15,2,0,0,3
11/01/2015 14:00,1639,9,5,60,28,2,0,1,3
14/05/2016 00:00,478,10,7.5,62,18.5,4,0,1,0
29/10/2015 11:00,1096,15,15,79.5,17,7,0,0,2
16/10/2016 19:00,938,15,15,77,12,1,0,1,2
13/10/2015 10:00,1126,11.5,11.5,67.5,16,1,0,0,2
02/01/2016 15:00,483,11,11,88,17,7,0,1,3
25/10/2015 17:00,1235,10,9,67,7,1,0,1,2
28/01/2016 09:00,1975,6.5,3.5,63.5,16.5,1,0,0,3
03/06/2016 04:00,71,10,8,88,14,4,0,0,1
15/03/2015 15:00,713,7,4,78.5,16,3,0,1,0
01/05/2016 02:00,199,6,4,76,7,1,0,1,0
14/04/2016 15:00,1204,16,16,55.5,13,2,0,0,0
04/03/2015 01:00,95,4,-0.5,75,23,1,0,0,0
06/06/2015 12:00,2459,17,17,40.5,29.5,2,0,1,1
07/04/2016 09:00,1748,8,4,66,29,3,0,0,0
10/03/2015 05:00,86,7,5,81,10,1,0,0,0
01/04/2015 18:00,2543,10,6.5,60,29.5,2,0,0,0
22/11/2016 17:00,3114,10,8,76,17,2,0,0,2
25/04/2015 14:00,2242,17.5,17.5,52,20.5,3,0,1,0
13/10/2016 01:00,98,10.5,9.5,91,10,7,0,0,2
21/10/2015 05:00,93,11,11,88,13,7,0,0,2
19/01/2016 03:00,21,-1,-1,86,2,1,0,0,3
09/01/2016 22:00,211,7.5,4,78.5,21,7,0,1,3
29/07/2016 11:00,1097,20,20,75.5,19.5,3,0,0,1
10/10/2016 18:00,3827,12,12,67,8,2,0,0,2
17/10/2015 11:00,1720,12,12,72,19,3,0,1,2
13/10/2016 13:00,1366,12.5,12.5,69.5,29,2,0,0,2
15/10/2015 06:00,667,10,8,82,13,3,0,0,2
07/02/2016 09:00,610,7.5,3.5,68.5,29,1,0,1,3
06/01/2016 23:00,251,6.5,4,90,12,2,0,0,3
25/03/2016 03:00,85,9,7,94,14,7,1,0,0
14/04/2015 07:00,2321,10,8,76,16,1,0,0,0
09/08/2015 01:00,670,17.5,17.5,70.5,7.5,1,0,1,1
05/05/2015 09:00,1876,15,15,72,39,3,0,0,0
08/05/2015 06:00,629,10.5,10.5,74,2,1,0,0,0
01/11/2016 02:00,109,9.5,9.5,94,2,3,0,0,2
05/07/2015 10:00,745,16,16,83,7,7,0,1,1
27/04/2015 04:00,42,5.5,3.5,68,7,1,0,0,0
25/05/2016 02:00,68,10,8,64.5,13,4,0,0,0
22/02/2016 08:00,3199,8,7,93,7,7,0,0,3
08/12/2016 07:00,2106,12,12,82,16,1,0,0,3
18/02/2015 22:00,529,6,3,81,16,1,0,0,3
24/10/2016 19:00,1913,12,12,72,6.5,1,0,0,2
17/01/2015 21:00,415,5,2.5,76,10,1,0,1,3
14/05/2015 17:00,851,10,7,88,21,7,0,0,0
17/11/2015 17:00,2679,16,16,67.5,38.5,3,0,0,2
05/12/2015 11:00,1135,13,13,63,39.5,3,0,1,3
11/02/2016 03:00,33,3,2,87,6,1,0,0,3
30/11/2016 10:00,912,2.5,-0.5,78,10,1,0,0,2
25/05/2016 19:00,2079,12,12,77,7.5,3,0,0,0
16/05/2016 11:00,1227,15,15,61,6,3,0,0,0
27/09/2015 00:00,745,12,12,72,2,1,0,1,2
05/11/2015 07:00,2105,15,15,88,13,3,0,0,2
16/12/2016 12:00,1390,10,8.5,88,11,3,0,0,3
16/11/2015 10:00,892,14,14,67,22,2,0,0,2
16/08/2015 10:00,1522,17.5,17.5,64,5,3,0,1,1
30/09/2016 10:00,1409,16.5,16.5,55.5,22,2,0,0,2
19/09/2015 01:00,495,13,13,88,9,2,0,1,2
13/04/2016 15:00,1464,17,17,33,12,1,0,0,0
17/05/2015 18:00,2233,16,16,45,17,2,0,1,0
01/08/2015 18:00,2914,21,21,46,16,1,0,1,1
24/12/2016 20:00,278,10,7,76,27,7,0,1,3
09/05/2016 07:00,2507,15.5,15.5,74.5,8.5,1,0,0,0
23/10/2016 08:00,319,8,7,87,6,2,0,1,2
25/08/2015 07:00,2291,13.5,13.5,79.5,18,1,0,0,1
24/02/2015 22:00,434,6,2,73.5,23,1,0,0,3
18/08/2016 08:00,4533,17.5,17.5,80.5,9,1,0,0,1
06/04/2015 06:00,72,5,2,87,13,2,1,0,0
25/09/2016 14:00,2864,20,20,44.5,29,2,0,1,2
11/05/2015 07:00,2218,15.5,15.5,74.5,18,1,0,0,0
18/01/2015 13:00,1401,4,1,81,12,2,0,1,3
21/03/2015 21:00,468,6.5,3.5,78.5,14,3,0,1,0
10/07/2016 00:00,716,19,19,73,19.5,1,0,1,1
11/01/2015 06:00,67,4.5,0,68,24,1,0,1,3
29/08/2015 19:00,767,18.5,18.5,78,2,7,0,1,1
28/03/2016 05:00,14,10,6,85,41.5,7,1,0,0
23/05/2016 18:00,4001,18,18,50.5,17,2,0,0,0
16/03/2015 20:00,818,6.5,4,87,14,1,0,0,0
18/04/2015 06:00,97,5.5,4,87,6.5,3,0,1,0
02/05/2015 10:00,1185,10.5,9,74,27,3,0,1,0
21/05/2016 18:00,1453,16.5,16.5,75,15,7,0,1,0
07/10/2015 17:00,3288,15,15,72,21,3,0,0,2
27/01/2015 05:00,88,5.5,2.5,78.5,13,1,0,0,3
09/07/2016 17:00,2637,22,22,65,23,1,0,1,1
14/12/2015 14:00,947,10,8.5,82,10,2,0,0,3
12/11/2016 03:00,170,8,6,76,13,2,0,1,2
20/01/2016 04:00,34,-1,-3.5,75,6.5,1,0,0,3
21/05/2016 19:00,1404,17,17,73,7.5,1,0,1,0
18/02/2015 16:00,1535,8.5,5.5,66.5,20.5,1,0,0,3
18/04/2015 09:00,917,9.5,6,71,27,2,0,1,0
01/05/2016 07:00,171,7,6,71,6,1,0,1,0
02/10/2015 14:00,1702,18,18,52,16,1,0,0,2
02/11/2015 20:00,981,11.5,11.5,85,14,3,0,0,2
22/07/2016 22:00,1139,19.5,19.5,66,12,1,0,0,1
15/04/2016 09:00,1607,11.5,11.5,82.5,11,3,0,0,0
04/08/2015 03:00,65,16.5,16.5,80,14,1,0,0,1
19/01/2016 18:00,2563,2.5,2.5,60,2,1,0,0,3
12/07/2016 05:00,178,14,14,82,12,1,0,0,1
01/01/2016 13:00,949,8,5,76,18,1,1,0,3
02/08/2016 16:00,1663,21.5,21.5,80.5,20.5,7,0,0,1
30/06/2015 08:00,4829,21.5,21,45,10,1,0,0,1
14/01/2015 20:00,885,10,6,69,31,3,0,0,3
28/06/2016 09:00,2549,18,18,54,7,2,0,0,1
19/10/2016 11:00,1011,12.5,12.5,69.5,20,2,0,0,2
16/09/2015 05:00,125,13.5,13.5,91,13,7,0,0,2
20/07/2015 19:00,2134,21,21,83,23,7,0,0,1
29/01/2016 21:00,503,13,13,77,39,3,0,0,3
22/09/2015 08:00,1587,12,12,88,12,3,0,0,2
14/12/2016 17:00,2936,11,11,69.5,9.5,1,0,0,3
05/07/2015 04:00,217,17,17,68,9,2,0,1,1
19/12/2015 05:00,109,15,15,88,26,3,0,1,3
22/05/2016 09:00,1007,15.5,15.5,61,9,1,0,1,0
23/10/2016 11:00,1900,12,12,69.5,22,2,0,1,2
26/04/2016 12:00,1040,8.5,5,48,25,10,0,0,0
09/09/2015 00:00,224,15,15,72,6.5,4,0,0,2
04/09/2015 05:00,131,12.5,12.5,74.5,13,2,0,0,2
25/04/2016 13:00,868,11,11,58,25,2,0,0,0
15/04/2015 10:00,1132,19.5,19.5,47.5,12,1,0,0,0
08/04/2015 21:00,742,9.5,7.5,81.5,12,2,0,0,0
06/09/2016 14:00,1510,23.5,23.5,73.5,11,3,0,0,2
07/01/2015 01:00,60,4,1,81,11,1,0,0,3
19/07/2016 07:00,2696,20,20,78,11,1,0,0,1
21/08/2016 06:00,134,16,16,77,26,3,0,1,1
12/11/2016 20:00,497,10,10,94,3,4,0,1,2
10/12/2015 09:00,2202,12,12,74.5,25,2,0,0,3
19/09/2015 13:00,3015,18,18,47.5,10,2,0,1,2
14/09/2016 06:00,924,20,20,83,11,1,0,0,2
09/09/2016 01:00,223,16,16,83,15,1,0,0,2
28/03/2016 23:00,172,7,3.5,78.5,20.5,2,1,0,0
04/02/2016 00:00,133,5,2,78.5,16,1,0,0,3
19/09/2016 04:00,72,17,17,73,6,4,0,0,2
14/09/2015 09:00,1957,17,17,80,15,2,0,0,2
19/12/2015 22:00,575,15,15,68,18.5,1,0,1,3
03/10/2016 17:00,4638,17.5,17.5,47.5,13,1,0,0,2
30/05/2015 05:00,107,9,6,82,17,1,0,1,0
17/06/2015 13:00,1627,22.5,22.5,59,25,1,0,0,1
13/03/2016 02:00,256,3.5,1.5,93,7,3,0,1,0
27/05/2015 01:00,120,11.5,11.5,67,13,1,0,0,0
19/07/2015 20:00,1834,22.5,21.5,23.5,21,1,0,1,1
08/12/2016 11:00,1000,14,14,79.5,18,4,0,0,3
05/04/2015 13:00,1696,11,11,58,11,3,0,1,0
29/07/2015 14:00,1522,18.5,18.5,47.5,22,2,0,0,1
22/11/2015 18:00,629,5.5,2.5,78.5,14,2,0,1,2
17/11/2015 04:00,39,15,15,82,27,7,0,0,2
19/01/2015 08:00,3554,2,-0.5,84,7.5,3,0,0,3
03/05/2015 23:00,504,14,14,77,22,3,0,1,0
30/09/2016 19:00,1545,16,16,68,13,1,0,0,2
13/07/2015 04:00,66,18,18,83,15,4,0,0,1
31/12/2015 02:00,76,9,6,79,18.5,1,0,0,3
05/02/2015 04:00,44,3,-0.5,81,14,1,0,0,3
25/01/2016 14:00,1002,13.5,13.5,79.5,26,3,0,0,3
27/01/2016 18:00,2465,11.5,11.5,69.5,27,2,0,0,3
14/10/2015 10:00,1149,11,11,72,17,2,0,0,2
03/04/2016 01:00,198,9,8,94,6.5,7,0,1,0
08/09/2016 11:00,1227,23,23,50,28.5,2,0,0,2
05/04/2016 18:00,3606,14,14,42.5,15,1,0,0,0
16/09/2015 02:00,63,12.5,12.5,88,11,3,0,0,2
17/08/2015 02:00,133,16,16,68,4,1,0,0,1
25/07/2016 23:00,516,20,20,60,20.5,4,0,0,1
27/06/2015 23:00,1066,20,20,64,13,1,0,1,1
04/02/2016 13:00,1024,13.5,13.5,69.5,27,3,0,0,3
08/08/2015 22:00,1083,20,20,60,5.5,1,0,1,1
25/11/2016 19:00,1291,7.5,5.5,78.5,12,1,0,0,2
15/06/2016 06:00,792,14,14,82,10,2,0,0,1
05/04/2015 07:00,121,7,7,87,0,3,0,1,0
29/09/2016 12:00,1353,17.5,17.5,75,23,2,0,0,2
24/03/2015 03:00,27,6.5,4.5,81.5,12,7,0,0,0
27/06/2016 16:00,2481,21,21,43,18,1,0,0,1
14/01/2016 22:00,402,4,-1,61,27,1,0,0,3
12/09/2016 14:00,1636,26,26,49.5,15,2,0,0,2
13/11/2016 01:00,295,9.5,7.5,87.5,13,3,0,1,2
20/10/2016 13:00,1335,14,14,67,19,3,0,0,2
05/05/2016 11:00,1287,18,18,35.5,16,1,0,0,0
17/05/2016 21:00,940,14,14,72,18.5,2,0,0,0
01/02/2015 15:00,1007,5,1,63.5,24,3,0,1,3
12/03/2016 16:00,1998,11,11,54,6.5,2,0,1,0
27/04/2016 02:00,32,4,0.5,81,16,1,0,0,0
22/12/2015 20:00,471,14,14,82,37,7,0,0,3
14/11/2016 21:00,735,13,13,88,18.5,3,0,0,2
03/01/2017 09:00,1357,2.5,-1.5,81,14,1,0,0,3
09/03/2016 01:00,48,8,5,93,17,7,0,0,0
26/12/2016 04:00,46,9.5,6.5,76,22,1,1,0,3
09/09/2015 23:00,451,14,14,88,6,1,0,0,2
30/03/2016 18:00,3189,12,12,51,13,2,0,0,0
01/10/2015 06:00,678,11,11,88,13,1,0,0,2
27/01/2015 02:00,30,5,2,76,14,1,0,0,3
15/11/2016 17:00,3308,15,15,88,14,3,0,0,2
01/04/2015 08:00,3473,7,2,57,34,1,0,0,0
03/11/2016 18:00,3102,10,9,67,7,2,0,0,2
24/08/2015 05:00,141,15,15,88,10,2,0,0,1
02/12/2016 22:00,589,7,6,93,7,4,0,0,3
12/05/2016 11:00,1127,20.5,20.5,58.5,20,2,0,0,0
28/05/2015 18:00,3580,17,17,37,22.5,1,0,0,0
26/10/2016 06:00,701,12,12,94,7.5,3,0,0,2
17/09/2015 12:00,1344,16.5,16.5,55.5,22,2,0,0,2
20/03/2015 06:00,472,5,2,87,12,3,0,0,0
14/04/2015 13:00,1596,21.5,21,42,26,1,0,0,0
06/11/2016 02:00,182,4,0,72.5,19,1,0,1,2
20/10/2015 18:00,3490,14,14,63,6.5,2,0,0,2
16/07/2015 22:00,919,19,19,68,23.5,7,0,0,1
09/08/2016 20:00,1756,18,18,46,21,1,0,0,1
15/12/2015 12:00,991,12,12,94,14,3,0,0,3
16/02/2015 22:00,325,6,3.5,90,11,7,0,0,3
26/12/2015 17:00,549,14,14,72,31.5,3,0,1,3
25/11/2015 11:00,757,10,7,76,21,2,0,0,2
01/11/2016 00:00,212,10,10,100,0,1,0,0,2
27/12/2015 18:00,575,14,14,85,14,3,0,1,3
16/04/2015 04:00,39,9,7,87,12,1,0,0,0
08/03/2015 09:00,775,10.5,9.5,74,15,1,0,1,0
13/12/2015 10:00,628,7.5,5,93,13,7,0,1,3
14/03/2015 18:00,1011,7,3.5,57,20.5,1,0,1,0
06/10/2015 16:00,1881,18,18,73,16,2,0,0,2
28/09/2016 14:00,1545,21.5,21.5,62.5,25,2,0,0,2
04/03/2015 10:00,831,7,3,61,29.5,2,0,0,0
11/06/2016 22:00,882,18,18,80.5,5,7,0,1,1
15/10/2016 08:00,545,11.5,11.5,85,2,2,0,1,2
10/10/2015 21:00,815,13,13,88,11,1,0,1,2
12/05/2016 07:00,2465,13.5,13.5,85,12,1,0,0,0
09/09/2016 12:00,1684,21,21,66.5,25,3,0,0,2
13/10/2016 16:00,1899,13,13,65,25,2,0,0,2
28/06/2016 04:00,67,15,15,65.5,6,1,0,0,1
27/09/2016 11:00,1150,19,19,64,27,3,0,0,2
23/07/2016 02:00,418,17.5,17.5,85.5,6.5,1,0,1,1
16/11/2015 11:00,844,14,14,67,24,2,0,0,2
07/10/2015 14:00,601,14.5,14.5,88,18,7,0,0,2
18/04/2016 10:00,957,11.5,11.5,50.5,20,3,0,0,0
11/02/2015 22:00,595,5,3.5,76,7.5,4,0,0,3
06/01/2016 00:00,99,6,5.5,93,3,4,0,0,3
