timestamp,cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season
28/04/2015 13:00,1324,12.5,12.5,29,29,1,0,0,0
30/09/2015 05:00,126,11.5,11.5,85,12,1,0,0,2
04/03/2016 06:00,503,3.5,-0.5,75,19,2,0,0,0
10/07/2016 20:00,1209,19,19,64,22,2,0,1,1
09/01/2015 22:00,464,15,15,68,40,3,0,0,3
27/03/2015 09:00,1866,8,5,57,15,1,0,0,0
14/06/2015 22:00,597,13,13,82,16,4,0,1,1
05/01/2015 18:00,2389,9.5,7.5,69,14,3,0,0,3
07/08/2015 04:00,67,14.5,14.5,79.5,5.5,3,0,0,1
11/07/2016 14:00,981,19,19,78,23.5,7,0,0,1
17/07/2016 19:00,2599,25.5,25.5,52.5,20,2,0,1,1
11/04/2015 23:00,553,9,7,50,15,1,0,1,0
14/10/2016 22:00,677,12,12,77,7,4,0,0,2
16/09/2016 19:00,1738,17,17,66,19.5,2,0,0,2
09/07/2016 00:00,650,18,18,68,16,1,0,1,1
12/09/2015 23:00,714,15,15,68,7,1,0,1,2
13/11/2016 00:00,275,10,8,88,13,2,0,1,2
18/10/2016 04:00,56,11,11,88,16,1,0,0,2
09/02/2015 11:00,736,7,4.5,76,14,2,0,0,3
10/02/2016 09:00,1728,7,3,76,24,3,0,0,3
16/07/2016 01:00,532,18,18,83,23,4,0,1,1
27/07/2016 05:00,172,18,18,83,19.5,4,0,0,1
13/07/2015 09:00,1335,17.5,17.5,85.5,15,7,0,0,1
28/12/2016 16:00,1077,4.5,2.5,96.5,7,1,0,0,3
08/06/2015 09:00,2323,15.5,15.5,53.5,10,2,0,0,1
20/12/2016 08:00,3626,5,3,81,10.5,1,0,0,3
06/09/2016 06:00,823,21,21,88,12,3,0,0,2
01/05/2015 03:00,15,7,6,76,7,1,0,0,0
07/05/2015 17:00,3434,16,16,46.5,20.5,2,0,0,0
13/10/2015 02:00,63,9,7,87,13,3,0,0,2
27/01/2015 08:00,3835,5.5,2.5,78.5,15,1,0,0,3
02/03/2015 21:00,514,5,0.5,66,25,1,0,0,0
06/01/2016 02:00,36,6.5,5,90,7.5,1,0,0,3
30/08/2015 19:00,1377,18,18,83,13,3,0,1,1
11/09/2016 21:00,868,16,16,63,7,1,0,1,2
14/07/2016 22:00,1038,18.5,18.5,56,6,1,0,0,1
30/04/2016 07:00,263,6,3.5,73.5,11,1,0,1,0
01/04/2015 17:00,2501,10,6.5,60,30.5,2,0,0,0
02/01/2017 02:00,41,4.5,1.5,90,14,1,1,0,3
29/06/2015 13:00,1622,24,23.5,40,19,1,0,0,1
16/06/2015 00:00,237,12,12,69.5,5,1,0,0,1
28/02/2016 19:00,466,5,1.5,66,16,2,0,1,3
31/05/2016 21:00,522,13,13,88,16,3,0,0,0
19/07/2016 00:00,425,21.5,21.5,71,6.5,1,0,0,1
12/12/2015 13:00,1409,13.5,13.5,69.5,33,3,0,1,3
29/02/2016 02:00,33,3,0,81,10,2,0,0,3
10/08/2016 22:00,922,17.5,17.5,54,14,1,0,0,1
25/01/2015 01:00,261,2,-1.5,87,12,1,0,1,3
03/07/2016 20:00,1448,18.5,18.5,62,15,2,0,1,1
09/06/2015 21:00,971,12,12,58,21,4,0,0,1
21/12/2016 23:00,435,10,9.5,88,7.5,3,0,0,3
01/09/2016 18:00,4690,23,23,44,18,1,0,0,2
24/04/2015 06:00,604,8,7,87,7,1,0,0,0
12/01/2015 02:00,29,10,7,64.5,30,4,0,0,3
05/11/2015 23:00,499,15,15,88,17,4,0,0,2
21/01/2015 21:00,666,3,2,81,6,4,0,0,3
25/07/2015 20:00,1649,20,20,46,12,1,0,1,1
01/02/2015 15:00,1007,5,1,63.5,24,3,0,1,3
20/06/2016 06:00,488,16,16,88,19.5,7,0,0,1
12/10/2016 04:00,53,11,11,85,7,2,0,0,2
08/11/2016 19:00,1617,5.5,3.5,68,9,2,0,0,2
16/09/2016 12:00,735,16,16,83,19,7,0,0,2
